,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
20000,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,"8,029","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20001,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,815,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20002,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"7,105","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20003,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,37,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20004,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20005,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20006,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"7,396","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20007,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,63,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20008,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,20,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20009,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,180,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20010,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,866","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20011,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20012,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,557,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20013,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,633","ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20014,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,76,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20015,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,960,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20016,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,970,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
20017,2017,Level 3,CC82,Machinery and Other Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,644,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
