,Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
36000,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H07,Non-operating income,Financial performance,59,ANZSIC06 group L672
36001,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H08,Total expenditure,Financial performance,"2,734",ANZSIC06 group L672
36002,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H09,Interest and donations,Financial performance,41,ANZSIC06 group L672
36003,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H10,Indirect taxes,Financial performance,14,ANZSIC06 group L672
36004,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H11,Depreciation,Financial performance,57,ANZSIC06 group L672
36005,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,546,ANZSIC06 group L672
36006,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group L672
36007,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,"1,016",ANZSIC06 group L672
36008,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,032",ANZSIC06 group L672
36009,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H20,Non-operating expenses,Financial performance,29,ANZSIC06 group L672
36010,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H21,Opening stocks,Financial performance,12,ANZSIC06 group L672
36011,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H22,Closing stocks,Financial performance,14,ANZSIC06 group L672
36012,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H23,Surplus before income tax,Financial performance,596,ANZSIC06 group L672
36013,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H24,Total assets,Financial position,"2,771",ANZSIC06 group L672
36014,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H25,Current assets,Financial position,955,ANZSIC06 group L672
36015,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,161",ANZSIC06 group L672
36016,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H27,Additions to fixed assets,Financial position,258,ANZSIC06 group L672
36017,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,135,ANZSIC06 group L672
36018,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H29,Other assets,Financial position,655,ANZSIC06 group L672
36019,2014,Level 4,LL123,Real Estate Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,771",ANZSIC06 group L672
